Full_name_in_ali	GISAID_name	Date	Seq_source	FMBA_ID	Country	Region_from_meta	Pangolin_clade	GISAID_clade	NL_NAME	Lineage
hCoV-19/Russia/Balakovo-FMBA_14458_S46/2020||2020-06-18|1	Russia/Balakovo-FMBA_14458_S46/2020	2020-06-18	NA	NA	Russia	Saratov region	B.1.1.*	NA	Саратовская область	single_seq
hCoV-19/Russia/Balakovo-FMBA_EPIC-25763_S46/2020||2020-09-30|1	Russia/Balakovo-FMBA_EPIC-25763_S46/2020	2020-09-30	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0005652
hCoV-19/Russia/Balakovo-FMBA_EPIC-25766_S6/2020||2020-09-30|1	Russia/Balakovo-FMBA_EPIC-25766_S6/2020	2020-09-30	NA	NA	Russia	Saratov region	B.1.*	NA	Саратовская область	NODE_0004542
hCoV-19/Russia/Balakovo-FMBA_EPIC-25770_S51/2020||2020-09-29|1	Russia/Balakovo-FMBA_EPIC-25770_S51/2020	2020-09-29	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	single_seq
hCoV-19/Russia/Balakovo-FMBA_EPIC-25771_S65/2020||2020-09-28|1	Russia/Balakovo-FMBA_EPIC-25771_S65/2020	2020-09-28	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0034391
hCoV-19/Russia/Balakovo-FMBA_EPIC-25781_S42/2020||2020-09-29|1	Russia/Balakovo-FMBA_EPIC-25781_S42/2020	2020-09-29	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0005652
hCoV-19/Russia/Balakovo-FMBA_EPIC-25782_S43/2020||2020-09-29|1	Russia/Balakovo-FMBA_EPIC-25782_S43/2020	2020-09-29	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0032696
hCoV-19/Russia/Balakovo-FMBA_EPIC-25790_S20/2020||2020-09-30|1	Russia/Balakovo-FMBA_EPIC-25790_S20/2020	2020-09-30	NA	NA	Russia	Saratov region	B.1.*	NA	Саратовская область	single_seq
hCoV-19/Russia/Balakovo-FMBA_EPIC-25792_S23/2020||2020-09-29|1	Russia/Balakovo-FMBA_EPIC-25792_S23/2020	2020-09-29	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0005652
hCoV-19/Russia/Balakovo-FMBA_EPIC-25798_S17/2020||2020-09-28|1	Russia/Balakovo-FMBA_EPIC-25798_S17/2020	2020-09-28	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0032351
hCoV-19/Russia/Balakovo-FMBA_EPIC-25800_S37/2020||2020-09-28|1	Russia/Balakovo-FMBA_EPIC-25800_S37/2020	2020-09-28	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0034391
hCoV-19/Russia/Balakovo-FMBA_EPIC-25804_S36/2020||2020-09-28|1	Russia/Balakovo-FMBA_EPIC-25804_S36/2020	2020-09-28	NA	NA	Russia	Saratov region	B.1.1.294	NA	Саратовская область	NODE_0038893
hCoV-19/Russia/Balakovo-FMBA_EPIC-25806_S35/2020||2020-09-28|1	Russia/Balakovo-FMBA_EPIC-25806_S35/2020	2020-09-28	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	single_seq
hCoV-19/Russia/Balakovo-FMBA_EPIC-25808_S39/2020||2020-09-29|1	Russia/Balakovo-FMBA_EPIC-25808_S39/2020	2020-09-29	NA	NA	Russia	Saratov region	B.1.1.*	NA	Саратовская область	NODE_0005652
hCoV-19/Russia/Balakovo-FMBA_EPIC-25809_S58/2020||2020-09-29|1	Russia/Balakovo-FMBA_EPIC-25809_S58/2020	2020-09-29	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0005652
hCoV-19/Russia/Balakovo-FMBA_EPIC-25810_S30/2020||2020-09-28|1	Russia/Balakovo-FMBA_EPIC-25810_S30/2020	2020-09-28	NA	NA	Russia	Saratov region	B.1.1.294	NA	Саратовская область	NODE_0038893
hCoV-19/Russia/Balakovo-FMBA_EPIC-25813_S55/2020||2020-09-28|1	Russia/Balakovo-FMBA_EPIC-25813_S55/2020	2020-09-28	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0034391
hCoV-19/Russia/Balakovo-FMBA_EPIC-25817_S19/2020||2020-10-02|1	Russia/Balakovo-FMBA_EPIC-25817_S19/2020	2020-10-02	NA	NA	Russia	Saratov region	B.1.1.294	NA	Саратовская область	NODE_0038893
hCoV-19/Russia/Balakovo-FMBA_EPIC-25818_S32/2020||2020-10-02|1	Russia/Balakovo-FMBA_EPIC-25818_S32/2020	2020-10-02	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0005652
hCoV-19/Russia/Balakovo-FMBA_EPIC-25822_S31/2020||2020-10-02|1	Russia/Balakovo-FMBA_EPIC-25822_S31/2020	2020-10-02	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0005652
hCoV-19/Russia/Balakovo-FMBA_EPIC-25825_S66/2020||2020-10-01|1	Russia/Balakovo-FMBA_EPIC-25825_S66/2020	2020-10-01	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0039545
hCoV-19/Russia/Balakovo-FMBA_EPIC-25827_S61/2020||2020-09-30|1	Russia/Balakovo-FMBA_EPIC-25827_S61/2020	2020-09-30	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0005652
hCoV-19/Russia/Balakovo-FMBA_EPIC-25839_S44/2020||2020-10-02|1	Russia/Balakovo-FMBA_EPIC-25839_S44/2020	2020-10-02	NA	NA	Russia	Saratov region	B.1.1.*	NA	Саратовская область	NODE_0006767
hCoV-19/Russia/Balakovo-FMBA_EPIC-25843_S38/2020||2020-10-02|1	Russia/Balakovo-FMBA_EPIC-25843_S38/2020	2020-10-02	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0005652
hCoV-19/Russia/Balakovo-FMBA_EPIC-25845_S13/2020||2020-10-02|1	Russia/Balakovo-FMBA_EPIC-25845_S13/2020	2020-10-02	NA	NA	Russia	Saratov region	B.1.*	NA	Саратовская область	NODE_0004542
hCoV-19/Russia/Balakovo-FMBA_EPIC-25850_S33/2020||2020-10-02|1	Russia/Balakovo-FMBA_EPIC-25850_S33/2020	2020-10-02	NA	NA	Russia	Saratov region	B.1.1.*	NA	Саратовская область	NODE_0006767
hCoV-19/Russia/Balakovo-FMBA_EPIC-25852_S53/2020||2020-09-30|1	Russia/Balakovo-FMBA_EPIC-25852_S53/2020	2020-09-30	NA	NA	Russia	Saratov region	B.1.1.*	NA	Саратовская область	NODE_0015709
hCoV-19/Russia/Balakovo-FMBA_EPIC-25853_S21/2020||2020-09-30|1	Russia/Balakovo-FMBA_EPIC-25853_S21/2020	2020-09-30	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0039545
hCoV-19/Russia/Balakovo-FMBA_EPIC-25862_S34/2020||2020-09-29|1	Russia/Balakovo-FMBA_EPIC-25862_S34/2020	2020-09-29	NA	NA	Russia	Saratov region	B.1.*	NA	Саратовская область	NODE_0004542
hCoV-19/Russia/Balakovo-FMBA_EPIC-25863_S8/2020||2020-09-29|1	Russia/Balakovo-FMBA_EPIC-25863_S8/2020	2020-09-29	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0005652
hCoV-19/Russia/Balakovo-FMBA_EPIC-25874_S47/2020||2020-09-29|1	Russia/Balakovo-FMBA_EPIC-25874_S47/2020	2020-09-29	NA	NA	Russia	Saratov region	B.1.1.294	NA	Саратовская область	NODE_0038893
hCoV-19/Russia/Balakovo-FMBA_EPIC-25878_S67/2020||2020-09-29|1	Russia/Balakovo-FMBA_EPIC-25878_S67/2020	2020-09-29	NA	NA	Russia	Saratov region	B.1.1.*	NA	Саратовская область	NODE_0039545
hCoV-19/Russia/Balakovo-FMBA_EPIC-25887_S25/2020||2020-09-29|1	Russia/Balakovo-FMBA_EPIC-25887_S25/2020	2020-09-29	NA	NA	Russia	Saratov region	B.1.1.*	NA	Саратовская область	NODE_0006767
hCoV-19/Russia/Balakovo-FMBA_EPIC-25913_S41/2020||2020-10-02|1	Russia/Balakovo-FMBA_EPIC-25913_S41/2020	2020-10-02	NA	NA	Russia	Saratov region	B.1.1	NA	Саратовская область	NODE_0034371
hCoV-19/Russia/Bilibino-FMBA_17673_S3/2020||2020-06-19|1	Russia/Bilibino-FMBA_17673_S3/2020	2020-06-19	NA	NA	Russia	Chukotka Autonomous Okrug	B.1.*	NA	Чукотский АОк	single_seq
hCoV-19/Russia/BRY-RII-MH2790S/2020|EPI_ISL_602453|2020-09-17|1	Russia/BRY-RII-MH2790S/2020	2020-09-17	NA	NA	Russia	Bryansk Oblast	B.1.1	NA	Брянская область	NODE_0031179
hCoV-19/Russia/BRY-RII-MH3408S/2020|EPI_ISL_733136|2020-10-07|1	Russia/BRY-RII-MH3408S/2020	2020-10-07	NA	NA	Russia	Bryansk Oblast	B.1.1	NA	Брянская область	NODE_0015545
hCoV-19/Russia/Bryansk-RII24784S/2020|EPI_ISL_507205|2020-05|1	Russia/Bryansk-RII24784S/2020	2020-05	NA	NA	Russia	Bryansk Oblast	B.1.1	NA	Брянская область	single_seq
hCoV-19/Russia/Buryatia-84504/2020|EPI_ISL_428906|2020-03-27|1	Russia/Buryatia-84504/2020	2020-03-27	NA	NA	Russia	Buryatia	B.1.1	NA	Республика Бурятия	single_seq
hCoV-19/Russia/Buryatia-84506/2020|EPI_ISL_428894|2020-03-27|1	Russia/Buryatia-84506/2020	2020-03-27	NA	NA	Russia	Buryatia	B.1.1	NA	Республика Бурятия	single_seq
hCoV-19/Russia/Buryatia-84508/2020|EPI_ISL_428913|2020-03-27|1	Russia/Buryatia-84508/2020	2020-03-27	NA	NA	Russia	Buryatia	B.1.1	NA	Республика Бурятия	single_seq
hCoV-19/Russia/Buryatia-86204/2020|EPI_ISL_428899|2020-03-29|1	Russia/Buryatia-86204/2020	2020-03-29	NA	NA	Russia	Buryatia	B.1	NA	Республика Бурятия	single_seq
hCoV-19/Russia/Buryatia-87104/2020|EPI_ISL_428914|2020-03-30|1	Russia/Buryatia-87104/2020	2020-03-30	NA	NA	Russia	Buryatia	B.1.1	NA	Республика Бурятия	single_seq
hCoV-19/Russia/Buryatia-87105/2020|EPI_ISL_428920|2020-03-30|1	Russia/Buryatia-87105/2020	2020-03-30	NA	NA	Russia	Buryatia	B.1.1	NA	Республика Бурятия	single_seq
hCoV-19/Russia/Buryatia-87106/2020|EPI_ISL_428919|2020-03-30|1	Russia/Buryatia-87106/2020	2020-03-30	NA	NA	Russia	Buryatia	B.1.1	NA	Республика Бурятия	single_seq
hCoV-19/Russia/Buryatia-88903/2020|EPI_ISL_428911|2020-04-01|1	Russia/Buryatia-88903/2020	2020-04-01	NA	NA	Russia	Buryatia	B.1.1	NA	Республика Бурятия	single_seq
hCoV-19/Russia/CE-RII-MH2523S/2020|EPI_ISL_602412|2020|1	Russia/CE-RII-MH2523S/2020	2020	NA	NA	Russia	Chechen Republic	B.1.1.*	NA	Чеченская республика	NODE_0015664
hCoV-19/Russia/CE-RII-MH2523V/2020|EPI_ISL_733394|2020-09-26|1	Russia/CE-RII-MH2523V/2020	2020-09-26	NA	NA	Russia	Chechen Republic	B.1.1.184	NA	Чеченская республика	NODE_0017129
hCoV-19/Russia/CE-RII-MH2636S/2020|EPI_ISL_602413|2020-09-11|1	Russia/CE-RII-MH2636S/2020	2020-09-11	NA	NA	Russia	Chechen Republic	B.1.1	NA	Чеченская республика	NODE_0002067
hCoV-19/Russia/CE-RII-MH2636V/2020|EPI_ISL_733395|2020-09-11|1	Russia/CE-RII-MH2636V/2020	2020-09-11	NA	NA	Russia	Chechen Republic	B.1.1.184	NA	Чеченская республика	NODE_0017129
hCoV-19/Russia/CE-RII-MH2649S/2020|EPI_ISL_602414|2020-09-11|1	Russia/CE-RII-MH2649S/2020	2020-09-11	NA	NA	Russia	Chechen Republic	B.1.1.31	NA	Чеченская республика	NODE_0021336
hCoV-19/Russia/CE-RII-MH2709S/2020|EPI_ISL_602415|2020-09-11|1	Russia/CE-RII-MH2709S/2020	2020-09-11	NA	NA	Russia	Chechen Republic	B.1.1.31	NA	Чеченская республика	NODE_0021336
hCoV-19/Russia/CE-RII-MH2728S/2020|EPI_ISL_602416|2020-09-11|1	Russia/CE-RII-MH2728S/2020	2020-09-11	NA	NA	Russia	Chechen Republic	B.1.1.184	NA	Чеченская республика	NODE_0002067
hCoV-19/Russia/CHE-RII-MH2861S/2020|EPI_ISL_733041|2020-09-23|1	Russia/CHE-RII-MH2861S/2020	2020-09-23	NA	NA	Russia	Chelyabinsk	B.1.1	NA	Челябинская область	NODE_0020602
hCoV-19/Russia/Chechenya-83801/2020|EPI_ISL_428909|2020-03-26|1	Russia/Chechenya-83801/2020	2020-03-26	NA	NA	Russia	Chechen Republic	B.1.*	NA	Чеченская республика	single_seq
hCoV-19/Russia/Chechenya-83803/2020|EPI_ISL_428916|2020-03-26|1	Russia/Chechenya-83803/2020	2020-03-26	NA	NA	Russia	Chechen Republic	B.1.*	NA	Чеченская республика	single_seq
hCoV-19/Russia/Chelyabinsk-85311/2020|EPI_ISL_428924|2020-03-28|1	Russia/Chelyabinsk-85311/2020	2020-03-28	NA	NA	Russia	Chelyabinsk	B.1	NA	Челябинская область	single_seq
hCoV-19/Russia/CRIE130014/2020|EPI_ISL_470539|2020-03-27|1	Russia/CRIE130014/2020	2020-03-27	NA	NA	Russia	Moscow Oblast	B.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE139642/2020|EPI_ISL_467775|2020-03-29|1	Russia/CRIE139642/2020	2020-03-29	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE140762/2020|EPI_ISL_460605|2020-03-29|1	Russia/CRIE140762/2020	2020-03-29	NA	NA	Russia	Moscow Oblast	B.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE145922/2020|EPI_ISL_460604|2020-03-29|1	Russia/CRIE145922/2020	2020-03-29	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE155506/2020|EPI_ISL_479624|2020-03-30|1	Russia/CRIE155506/2020	2020-03-30	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE156278/2020|EPI_ISL_460096|2020-03-30|1	Russia/CRIE156278/2020	2020-03-30	NA	NA	Russia	Moscow Oblast	B.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE159560/2020|EPI_ISL_486815|2020-03-30|1	Russia/CRIE159560/2020	2020-03-30	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE159875/2020|EPI_ISL_486816|2020-03-30|1	Russia/CRIE159875/2020	2020-03-30	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	NODE_0020368
hCoV-19/Russia/CRIE159932/2020|EPI_ISL_486817|2020-03-30|1	Russia/CRIE159932/2020	2020-03-30	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE160277/2020|EPI_ISL_486818|2020-03-30|1	Russia/CRIE160277/2020	2020-03-30	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE160583/2020|EPI_ISL_462149|2020-03-30|1	Russia/CRIE160583/2020	2020-03-30	NA	NA	Russia	Moscow Oblast	B.1.5.*	NA	Московская область	single_seq
hCoV-19/Russia/CRIE160790/2020|EPI_ISL_486819|2020-03-30|1	Russia/CRIE160790/2020	2020-03-30	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE161122/2020|EPI_ISL_534347|2020-03-31|1	Russia/CRIE161122/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE161143/2020|EPI_ISL_486820|2020-03-31|1	Russia/CRIE161143/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE161454/2020|EPI_ISL_479621|2020-03-31|1	Russia/CRIE161454/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE162398/2020|EPI_ISL_486821|2020-03-31|1	Russia/CRIE162398/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.1.294	NA	Московская область	single_seq
hCoV-19/Russia/CRIE162784/2020|EPI_ISL_462150|2020-03-31|1	Russia/CRIE162784/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.1.294	NA	Московская область	single_seq
hCoV-19/Russia/CRIE163844/2020|EPI_ISL_467774|2020-03-31|1	Russia/CRIE163844/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.*	NA	Московская область	NODE_0005044
hCoV-19/Russia/CRIE164298/2020|EPI_ISL_486822|2020-03-31|1	Russia/CRIE164298/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.1.*	NA	Московская область	single_seq
hCoV-19/Russia/CRIE164399/2020|EPI_ISL_486823|2020-03-31|1	Russia/CRIE164399/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE164776/2020|EPI_ISL_479622|2020-03-31|1	Russia/CRIE164776/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.*	NA	Московская область	NODE_0005044
hCoV-19/Russia/CRIE164980/2020|EPI_ISL_486824|2020-03-31|1	Russia/CRIE164980/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE166064/2020|EPI_ISL_534348|2020-03-31|1	Russia/CRIE166064/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE166582/2020|EPI_ISL_534349|2020-03-31|1	Russia/CRIE166582/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.1.294	NA	Московская область	NODE_0038937
hCoV-19/Russia/CRIE168693/2020|EPI_ISL_486825|2020-03-31|1	Russia/CRIE168693/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE170180/2020|EPI_ISL_486826|2020-03-31|1	Russia/CRIE170180/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE170668/2020|EPI_ISL_610237|2020-03-31|1	Russia/CRIE170668/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE175960/2020|EPI_ISL_486827|2020-04-01|1	Russia/CRIE175960/2020	2020-04-01	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	NODE_0038565
hCoV-19/Russia/CRIE176675/2020|EPI_ISL_486828|2020-04-01|1	Russia/CRIE176675/2020	2020-04-01	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE180117/2020|EPI_ISL_479623|2020-04-01|1	Russia/CRIE180117/2020	2020-04-01	NA	NA	Russia	Moscow Oblast	B.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE181019/2020|EPI_ISL_534346|2020-04-01|1	Russia/CRIE181019/2020	2020-04-01	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE182061/2020|EPI_ISL_479620|2020-03-31|1	Russia/CRIE182061/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.1.*	NA	Московская область	NODE_0036688
hCoV-19/Russia/CRIE187963/2020|EPI_ISL_486829|2020-04-01|1	Russia/CRIE187963/2020	2020-04-01	NA	NA	Russia	Moscow Oblast	B.1.1.163	NA	Московская область	single_seq
hCoV-19/Russia/CRIE300223/2020|EPI_ISL_610238|2020-03-31|1	Russia/CRIE300223/2020	2020-03-31	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE4907775/2020|EPI_ISL_610227|2020-07-14|1	Russia/CRIE4907775/2020	2020-07-14	NA	NA	Russia	Moscow Oblast	B.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE4924360/2020|EPI_ISL_534337|2020-07-15|1	Russia/CRIE4924360/2020	2020-07-15	NA	NA	Russia	Moscow Oblast	B.1.1.294	NA	Московская область	single_seq
hCoV-19/Russia/CRIE4955821/2020|EPI_ISL_534338|2020-07-16|1	Russia/CRIE4955821/2020	2020-07-16	NA	NA	Russia	Moscow Oblast	B.1.*	NA	Московская область	single_seq
hCoV-19/Russia/CRIE4973936/2020|EPI_ISL_610229|2020-07-15|1	Russia/CRIE4973936/2020	2020-07-15	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	NODE_0039757
hCoV-19/Russia/CRIE4978885/2020|EPI_ISL_610228|2020-07-15|1	Russia/CRIE4978885/2020	2020-07-15	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	NODE_0040244
hCoV-19/Russia/CRIE4980432/2020|EPI_ISL_534342|2020-07-16|1	Russia/CRIE4980432/2020	2020-07-16	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	NODE_0039757
hCoV-19/Russia/CRIE4988935/2020|EPI_ISL_610234|2020-07-16|1	Russia/CRIE4988935/2020	2020-07-16	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	NODE_0005748
hCoV-19/Russia/CRIE4990266/2020|EPI_ISL_610233|2020-07-16|1	Russia/CRIE4990266/2020	2020-07-16	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE4991529/2020|EPI_ISL_610232|2020-07-16|1	Russia/CRIE4991529/2020	2020-07-16	NA	NA	Russia	Moscow Oblast	B.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE4991898/2020|EPI_ISL_534339|2020-07-16|1	Russia/CRIE4991898/2020	2020-07-16	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE5006606/2020|EPI_ISL_534341|2020-07-16|1	Russia/CRIE5006606/2020	2020-07-16	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	NODE_0034143
hCoV-19/Russia/CRIE5021376/2020|EPI_ISL_610235|2020-07-16|1	Russia/CRIE5021376/2020	2020-07-16	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	NODE_0002266
hCoV-19/Russia/CRIE5027243/2020|EPI_ISL_534340|2020-07-16|1	Russia/CRIE5027243/2020	2020-07-16	NA	NA	Russia	Moscow Oblast	B.1.1.294	NA	Московская область	single_seq
hCoV-19/Russia/CRIE5030221/2020|EPI_ISL_610230|2020-07-16|1	Russia/CRIE5030221/2020	2020-07-16	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE5031464/2020|EPI_ISL_610231|2020-07-16|1	Russia/CRIE5031464/2020	2020-07-16	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	NODE_0002266
hCoV-19/Russia/CRIE5047007/2020|EPI_ISL_534344|2020-07-16|1	Russia/CRIE5047007/2020	2020-07-16	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	NODE_0015600
hCoV-19/Russia/CRIE5047165/2020|EPI_ISL_610236|2020-07-16|1	Russia/CRIE5047165/2020	2020-07-16	NA	NA	Russia	Moscow Oblast	B.1.1.*	NA	Московская область	NODE_0031834
hCoV-19/Russia/CRIE5047362/2020|EPI_ISL_534343|2020-07-16|1	Russia/CRIE5047362/2020	2020-07-16	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE5049919/2020|EPI_ISL_534345|2020-07-17|1	Russia/CRIE5049919/2020	2020-07-17	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	NODE_0041414
hCoV-19/Russia/CRIE7158368/2020|EPI_ISL_610243|2020-08-24|1	Russia/CRIE7158368/2020	2020-08-24	NA	NA	Russia	Moscow Oblast	B.1.1.*	NA	Московская область	NODE_0037010
hCoV-19/Russia/CRIE7158978/2020|EPI_ISL_610239|2020-08-24|1	Russia/CRIE7158978/2020	2020-08-24	NA	NA	Russia	Moscow Oblast	B.1.1.163	NA	Московская область	NODE_0011351
hCoV-19/Russia/CRIE7159118/2020|EPI_ISL_610240|2020-08-24|1	Russia/CRIE7159118/2020	2020-08-24	NA	NA	Russia	Moscow Oblast	B.1.1.163	NA	Московская область	NODE_0011351
hCoV-19/Russia/CRIE7171114/2020|EPI_ISL_610241|2020-08-24|1	Russia/CRIE7171114/2020	2020-08-24	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	NODE_0005748
hCoV-19/Russia/CRIE7175362/2020|EPI_ISL_610242|2020-08-24|1	Russia/CRIE7175362/2020	2020-08-24	NA	NA	Russia	Moscow Oblast	B.1.1	NA	Московская область	single_seq
hCoV-19/Russia/CRIE7249896/2020|EPI_ISL_610244|2020-08-25|1	Russia/CRIE7249896/2020	2020-08-25	NA	NA	Russia	Moscow Oblast	B.1.1.294	NA	Московская область	NODE_0038937
